,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,30.0,30.0,40.0,40.0,40.0,40.0,40.0,50.0,50.0,50.0,50.0,50.0
1,0.1,0.2,0.3,0.4,0.5,0.1,0.2,0.3,0.4,0.5,0.1,0.2,0.3,0.4,0.5,0.1,0.2,0.3,0.4,0.5,0.1,0.2,0.3,0.4,0.5
2,0.22820510881705602,0.22774113726624065,0.22653792164709108,0.2275739770453531,0.22798551312157395,0.2274337430965041,0.22711295361168946,0.22554296120284648,0.2261061292258349,0.225154790832195,0.22792749560107126,0.22572931059451778,0.224968646105493,0.2271176731888375,0.221294305859685,0.2225444191687354,0.22435639195858945,0.22394612808619926,0.22280452220838579,0.22476158872523566,0.22189537979538582,0.2252696852884449,0.22554515157509247,0.2220775804169522,0.2260501061316457
