10,20,30,40,50
0.228205109,0.227433743,0.227927496,0.222544419,0.22189538
0.227741137,0.227112954,0.225729311,0.224356392,0.225269685
0.226537922,0.225542961,0.224968646,0.223946128,0.225545152
0.227573977,0.226106129,0.227117673,0.222804522,0.22207758
0.227985513,0.225154791,0.221294306,0.224761589,0.226050106
